nid,label,predlnV,predlnM,lnV,lnm,vk,vb,mk,mb,tt
112646_0,FALSE,0.1427002,0.17028809,0.16450374,0.11280456,0.1427,4.086,0.1703,4.312,8.933333
114994_0,FALSE,0.14758301,0.17626953,0,0.01083668,0.1476,4.1,0.1763,4.434,12.133333
116056_2,FALSE,0.1439209,0.17175293,0.029558774,0.12723228,0.1439,4.074,0.1718,4.285,15.166667
116805_1,FALSE,0.16662598,0.19140625,0.15607937,0.07022008,0.1666,4.035,0.1914,4.195,13.066667
117295_0,FALSE,0.1418457,0.17102051,0.02941386,0.14527965,0.1418,4.098,0.171,4.348,12
127729_3,FALSE,0.13696289,0.16577148,0.036634162,0.07563996,0.137,4.074,0.1658,4.285,11.666667
127828_1,FALSE,0.14074707,0.17041016,0.007435032,0.17151672,0.1407,4.1,0.1704,4.406,12.366667
128723_1,TRUE,0.13659668,0.16638184,0.68409735,0.6089763,0.1366,4.098,0.1664,4.363,12.2
129333_2,FALSE,0.14904785,0.17675781,0.151231,0.13736938,0.149,4.086,0.1768,4.316,14.233334
131715_6,FALSE,0.1451416,0.17102051,0.0315484,0.08212889,0.1451,3.99,0.171,4.117,12.833333
133253_0,TRUE,0.16394043,0.18933105,1.0457871,0.85086215,0.164,4.082,0.1893,4.305,13.533334
134120_0,FALSE,0.14709473,0.17370605,0.04335042,0.058993183,0.1471,4.08,0.1737,4.29,12.333333
214165_0,FALSE,0.13928223,0.16772461,0.033006307,0.065008074,0.1393,4.062,0.1677,4.25,15.166667
216904_2,FALSE,0.18103027,0.20227051,0.21597509,0.1347164,0.181,3.89,0.2023,3.955,9.566667
217444_0,FALSE,0.18933105,0.21228027,-0.020408893,0.051431935,0.1893,4.094,0.2123,4.332,12.8
218174_3,FALSE,0.18371582,0.20751953,0.2706459,0.1473317,0.1837,4.086,0.2075,4.312,14.733334
218324_0,FALSE,0.14013672,0.16894531,0.10008342,0.16291134,0.1401,4.094,0.169,4.34,5.766667
205106_0,FALSE,0.17504883,0.20080566,0.063013025,0.14181985,0.175,4.1,0.2008,4.445,17.433332
206060_2,FALSE,0.28051758,0.31884766,0.26396558,0.21281928,0.2805,4.074,0.3188,4.473,19.366667
134120_1,FALSE,0.15673828,0.1817627,0.21868923,0.035551015,0.1567,4.086,0.1818,4.316,12.333333
109736_0,FALSE,0.14367676,0.17199707,0.10821358,0.16508828,0.1437,4.094,0.172,4.34,11.666667
116293_3,FALSE,0.16625977,0.19177246,0.03478613,0.15965419,0.1663,4.094,0.1918,4.336,13.3
129514_0,FALSE,0.14355469,0.17199707,0.17693076,0.08067681,0.1436,4.1,0.172,4.402,10.866667
204168_0,FALSE,0.13952637,0.16772461,0.04785599,0.15289776,0.1395,4.074,0.1677,4.29,13.1
213562_0,FALSE,0.1920166,0.21594238,0.087968744,0.16179036,0.192,4.082,0.216,4.312,11.866667
202069_7,FALSE,0.15209961,0.17993164,0.041964225,0.033862907,0.1521,4.09,0.1799,4.324,11.733334
129679_0,TRUE,0.15185547,0.1784668,0.6763401,0.8655922,0.1519,4.09,0.1785,4.32,12.133333
125506_1,FALSE,0.15527344,0.1817627,0.2499417,0.17318712,0.1553,4.09,0.1818,4.324,14.633333
216986_0,FALSE,0.2590332,0.27978516,0.09823846,0.14827466,0.259,4.12,0.2798,4.42,12.166667
108499_2,TRUE,0.14416504,0.17321777,0.68717706,0.89757985,0.1442,4.105,0.1732,4.402,12.633333
208389_0,FALSE,0.14086914,0.16955566,0.12693067,0.086255595,0.1409,4.098,0.1696,4.36,11.2
128831_0,FALSE,0.17346191,0.19726562,0.28071338,0.18311402,0.1735,4.094,0.1973,4.336,10.433333
102646_0,FALSE,0.1809082,0.20666504,0.14424965,0.08889583,0.1809,4.074,0.2067,4.29,12.166667
123772_0,FALSE,0.27612305,0.31176758,-0.005167941,0.055613488,0.2761,4.082,0.3118,4.45,11.9
124990_0,FALSE,0.20373535,0.22607422,0.038614817,0.096647374,0.2037,4.09,0.2261,4.473,11.933333
122523_0,FALSE,0.14050293,0.1685791,0.16008545,0.18365416,0.1405,4.082,0.1686,4.305,14
107552_4,FALSE,0.13793945,0.16638184,0.042111445,0.014682574,0.138,4.062,0.1664,4.258,11.9
113847_0,FALSE,0.15686035,0.18334961,0.07188725,0.001430323,0.1569,4.098,0.1833,4.39,12.833333
119817_1,FALSE,0.16064453,0.1862793,-0.019293219,0.033973992,0.1606,4.09,0.1863,4.324,12.066667
121314_0,FALSE,0.1463623,0.1751709,-0.16362943,0.060885783,0.1464,4.094,0.1752,4.36,12.133333
131771_2,FALSE,0.13806152,0.16625977,0.15535043,0.14503951,0.1381,4.062,0.1663,4.254,8.866667
208722_0,FALSE,0.13696289,0.16674805,-0.06899287,0.05396289,0.137,4.1,0.1667,4.375,13.733334
209302_1,FALSE,0.1550293,0.1829834,-0.011904907,-0.013167808,0.155,4.09,0.183,4.33,12.2
214304_0,FALSE,0.27490234,0.31201172,0.006968718,0.017160155,0.275,4.074,0.312,4.49,11
214879_4,FALSE,0.14453125,0.17175293,0.3274224,0.15989631,0.1445,4.06,0.1718,4.242,13.5
215503_6,FALSE,0.13952637,0.16833496,0.13459012,0.15689357,0.1395,4.082,0.1683,4.312,10.066667
115276_3,FALSE,0.16064453,0.1854248,0.070617616,0.11116259,0.1606,4.086,0.1854,4.316,10.733334
116383_1,FALSE,0.15002441,0.17810059,-0.10135249,0.080812395,0.15,4.1,0.1781,4.387,11.866667
107564_0,FALSE,0.15185547,0.17907715,0.529079,0.2135722,0.1519,4.098,0.1791,4.367,12.333333
100158_1,TRUE,0.16125488,0.18774414,2.6416671,3.2146065,0.1613,4.086,0.1877,4.316,12.6
200422_4,TRUE,0.15332031,0.17919922,0.65058756,0.79517585,0.1533,4.082,0.1792,4.293,7.9666667
132768_0,FALSE,0.14355469,0.17163086,0.081830055,0.15486422,0.1436,4.094,0.1716,4.332,10.266666
213701_3,FALSE,0.13928223,0.16845703,0.032576114,0.055904593,0.1393,4.094,0.1685,4.34,12.7
123143_1,FALSE,0.14343262,0.17211914,-0.080042705,0.055595446,0.1434,4.1,0.1721,4.395,11.8
207451_0,FALSE,0.15429688,0.18115234,-0.005249366,0.12797351,0.1543,4.086,0.1812,4.312,8.066667
115871_1,FALSE,0.14746094,0.17602539,0.24512246,0.1784269,0.1475,4.09,0.176,4.332,10.4
114077_5,FALSE,0.14465332,0.17333984,-0.016260505,0.20092376,0.1447,4.082,0.1733,4.312,12.6
203852_0,TRUE,0.15649414,0.18273926,0.3980301,0.39570743,0.1565,4.082,0.1827,4.3,9.566667
123773_5,FALSE,0.15368652,0.18127441,0.098440066,0.088183135,0.1537,4.1,0.1813,4.39,11.666667
124486_0,TRUE,0.22802734,0.25,1.9195929,2.5695994,0.228,4.098,0.25,4.344,13.8
117580_2,FALSE,0.17443848,0.19909668,0.10724556,0.16742536,0.1744,4.094,0.1991,4.348,12.566667
101158_0,FALSE,0.19152832,0.21411133,0.13491933,0.053217612,0.1915,4.09,0.2141,4.336,14.233334
104683_2,TRUE,0.18115234,0.20483398,1.3073671,1.3955008,0.1812,4.082,0.2048,4.312,12.333333
118580_0,FALSE,0.14538574,0.17382812,0.23967288,0.20197359,0.1454,4.098,0.1738,4.363,11.2
122103_0,FALSE,0.14672852,0.17443848,-0.01634914,0.12870117,0.1467,4.1,0.1744,4.363,12.233334
127311_3,FALSE,0.1541748,0.18188477,0.016667051,0.028069286,0.1542,4.098,0.1819,4.344,12.566667
128682_1,FALSE,0.22094727,0.24523926,0.067441314,0.092352256,0.221,4.098,0.2452,4.45,8.866667
133961_0,TRUE,0.1550293,0.18066406,1.111191,1.0714964,0.155,4.098,0.1807,4.344,11.533334
200992_2,TRUE,0.15026855,0.1776123,0.44674674,0.554735,0.1503,4.09,0.1776,4.324,14.633333
201206_7,FALSE,0.25219727,0.2775879,-0.026248232,0.048476152,0.2522,4.11,0.2776,4.414,15.366667
211348_1,FALSE,0.2849121,0.3251953,0.15283923,0.08369213,0.285,4.07,0.3252,4.453,12.333333
211515_1,FALSE,0.14379883,0.17199707,0.05071514,0.1314179,0.1438,4.086,0.172,4.316,11.466666
215652_5,FALSE,0.16845703,0.19506836,0.017699627,0.07401116,0.1685,4.074,0.1951,4.28,5.7
214244_0,FALSE,0.28393555,0.32348633,0.047754392,0.08134564,0.284,4.09,0.3235,4.4,18.833334
101683_7,FALSE,0.16723633,0.19152832,0.13883643,0.12981378,0.1672,4.086,0.1915,4.305,11.9
128698_0,FALSE,0.17871094,0.20422363,0.04839654,0.11843662,0.1787,4.08,0.2042,4.297,8.966666
108921_2,TRUE,0.16918945,0.19445801,1.2110903,1.5877415,0.1692,4.098,0.1945,4.348,11.9
111243_3,TRUE,0.13659668,0.16601562,0.8862133,0.93160146,0.1366,4.086,0.166,4.316,10.7
131537_0,FALSE,0.1381836,0.16748047,0.02941386,0.17765102,0.1382,4.098,0.1675,4.36,9.333333
117154_0,FALSE,0.26586914,0.29223633,0.01904815,-0.00901645,0.2659,4.055,0.2922,4.246,11.366667
128524_0,FALSE,0.27978516,0.31835938,0.16889855,0.15725657,0.2798,4.08,0.3184,4.453,11.2
125384_0,TRUE,0.16210938,0.18811035,0.24419694,0.328532,0.1621,4.082,0.1881,4.312,12.133333
212806_3,FALSE,0.1472168,0.17553711,0.17072982,0.08296069,0.1472,4.047,0.1755,4.227,13.366667
133859_2,FALSE,0.13769531,0.16760254,0.04286367,0.04219339,0.1377,4.094,0.1676,4.34,13.533334
212112_0,FALSE,0.1652832,0.19165039,0.1393555,0.13472213,0.1653,4.098,0.1917,4.355,10.966666
123521_1,TRUE,0.15136719,0.17785645,2.3132803,2.7891257,0.1514,4.098,0.1779,4.355,14.3
202346_0,FALSE,0.14379883,0.17297363,0.04115813,0.13608643,0.1438,4.1,0.173,4.406,12.333333
218857_4,FALSE,0.14245605,0.17150879,0.02127738,0.03612056,0.1425,4.1,0.1715,4.36,12.333333
100808_1,FALSE,0.14282227,0.17041016,-0.011696045,0.043670222,0.1428,4.047,0.1704,4.223,10.966666
100971_0,FALSE,0.14172363,0.16992188,0.116171405,0.16465633,0.1417,4.08,0.1699,4.3,12.1
103989_0,FALSE,0.14440918,0.17224121,0.31735787,0.20420164,0.1444,4.07,0.1722,4.27,12.333333
106933_3,FALSE,0.14367676,0.17175293,0.037457578,0.04455662,0.1437,4.082,0.1718,4.305,12.466666
116137_1,TRUE,0.14978027,0.17810059,3.1003094,3.6802359,0.1498,4.094,0.1781,4.35,10.966666
120189_0,FALSE,0.18981934,0.2109375,0.085062444,0.053414155,0.1898,3.814,0.2109,3.852,11.9
123843_2,FALSE,0.17785645,0.20129395,0.09633109,0.13438983,0.1779,4.066,0.2013,4.266,10.8
123970_1,FALSE,0.24829102,0.27539062,0.035878267,0.12373571,0.2483,4.105,0.2754,4.43,11.166667
127188_5,FALSE,0.14013672,0.16687012,0.064538576,0.14697713,0.1401,4.01,0.1669,4.156,11.666667
200770_1,FALSE,0.27734375,0.31298828,0.07966744,0.007134201,0.2773,4.082,0.313,4.434,13.433333
125568_1,FALSE,0.16455078,0.19006348,0.1935848,0.12863493,0.1646,4.082,0.1901,4.312,12.1
121349_1,FALSE,0.18835449,0.20874023,0.09662681,-0.0231637,0.1884,3.828,0.2087,3.87,11.466666
100658_1,FALSE,0.14172363,0.1694336,0.15001334,0.00055691,0.1417,4.09,0.1694,4.33,14.7
124269_2,TRUE,0.15979004,0.1850586,0.18834831,0.23923229,0.1598,4.06,0.185,4.246,7.4333334
123714_1,FALSE,0.16186523,0.1862793,0,0.024614431,0.1619,4.07,0.1863,4.266,9.1
211348_2,FALSE,0.27612305,0.30786133,0.14156356,0.053225752,0.2761,4.082,0.3079,4.387,12.333333
132612_1,FALSE,0.1459961,0.17443848,0.043296766,-0.019078799,0.146,4.098,0.1744,4.36,12.133333
100693_8,FALSE,0.1685791,0.19360352,-0.10788899,0.017031247,0.1686,4.082,0.1936,4.305,12.366667
100143_0,FALSE,0.2770996,0.31225586,-0.022676723,0.1398405,0.277,4.086,0.3123,4.42,12.5
104767_0,FALSE,0.15002441,0.17626953,0.1823216,0.15096411,0.15,4.082,0.1763,4.297,12.133333
111765_1,FALSE,0.22949219,0.25341797,-0.003824086,0.07287645,0.2295,4.1,0.2534,4.414,14.433333
117436_0,FALSE,0.1940918,0.21704102,0.07076912,0.07131807,0.1941,4.086,0.217,4.316,15.366667
118894_0,FALSE,0.14086914,0.16955566,0.0757938,0.056427173,0.1409,4.08,0.1696,4.305,8.233334
121017_5,FALSE,0.15881348,0.18591309,0.11066561,0.1493731,0.1588,4.094,0.1859,4.33,12.233334
124253_0,FALSE,0.15246582,0.18029785,-0.07715909,-0.01632951,0.1525,4.09,0.1803,4.33,12.266666
124395_3,FALSE,0.18566895,0.20947266,0.07738661,0.1396566,0.1857,4.094,0.2095,4.332,11.433333
125647_0,TRUE,0.2861328,0.33129883,0.75021243,0.9664829,0.2861,4.062,0.3313,4.492,13.5
128483_2,TRUE,0.1459961,0.1743164,0.98634505,1.1570789,0.146,4.08,0.1743,4.293,12.2
128831_5,FALSE,0.28588867,0.3305664,0.087011404,0.06427926,0.286,4.09,0.3306,4.4,10.433333
103566_0,TRUE,0.18676758,0.21118164,1.4645466,1.6548579,0.1868,4.09,0.2112,4.324,12.366667
216726_0,TRUE,0.28808594,0.3359375,0.18419242,0.26849028,0.288,4.06,0.336,4.457,9.833333
133027_0,FALSE,0.16394043,0.18798828,0.09707381,0.09509159,0.164,3.99,0.188,4.117,11.9
112699_0,FALSE,0.1373291,0.16723633,0.070617616,0.14018714,0.1373,4.094,0.1672,4.367,12.1
202772_3,TRUE,0.17346191,0.19824219,0.39755994,0.33593026,0.1735,4.105,0.1982,4.41,14
208623_0,TRUE,0.16174316,0.18847656,0.29468003,0.43690655,0.1617,4.098,0.1885,4.348,12.266666
101122_1,FALSE,0.15942383,0.18383789,0.15684251,0.12623365,0.1594,4.105,0.1838,4.4,14.466666
208701_0,FALSE,0.2800293,0.31689453,0.3524821,0.15458614,0.28,4.082,0.317,4.445,9.1
100360_0,FALSE,0.16125488,0.18774414,-0.01877988,0.098205715,0.1613,4.055,0.1877,4.24,10.833333
115962_1,TRUE,0.14221191,0.17102051,0.03045915,0.37354362,0.1422,4.09,0.171,4.33,12.4
204449_2,FALSE,0.16369629,0.18920898,-0.054724887,-0.004092293,0.1637,4.07,0.1892,4.277,19.833334
217093_3,FALSE,0.19299316,0.21716309,0.024794698,0.05837299,0.193,4.074,0.2172,4.29,14.133333
121695_0,FALSE,0.19030762,0.21533203,0.1977065,0.13371761,0.1903,4.082,0.2153,4.48,11.466666
112605_2,FALSE,0.14343262,0.17175293,0.027398987,0.050558753,0.1434,4.098,0.1718,4.35,14
124902_2,FALSE,0.28710938,0.33520508,-0.15684246,0.15095253,0.287,4.06,0.3352,4.38,7.266667
202562_0,FALSE,0.15539551,0.18041992,0.043675013,0.10271746,0.1554,4.02,0.1804,4.16,13.066667
119426_0,FALSE,0.1998291,0.22741699,-0.08376987,0.038267463,0.1998,4.09,0.2274,4.36,10.733334
213918_3,TRUE,0.28710938,0.33398438,1.6256578,1.822014,0.287,4.055,0.334,4.516,11.666667
200084_2,FALSE,0.28857422,0.3359375,0.025724933,0.1240543,0.2886,4.06,0.336,4.457,12.233334
125028_9,TRUE,0.14550781,0.17285156,0.6809519,0.61931,0.1455,4.082,0.1729,4.3,12.066667
127026_0,TRUE,0.28881836,0.33374023,0.30554664,0.35361513,0.2888,4.07,0.3337,4.465,12.166667
128797_4,FALSE,0.29223633,0.34326172,-0.058335584,0.08775388,0.2922,3.875,0.3433,3.945,11.6
205053_10,FALSE,0.14697266,0.17529297,-0.01117333,0.08021494,0.147,4.098,0.1753,4.344,12.366667
212088_0,FALSE,0.14245605,0.17004395,0.19444294,0.13636939,0.1425,4.086,0.17,4.305,11.933333
215832_8,FALSE,0.28833008,0.33544922,-0.04879016,0.06359913,0.2883,4.062,0.3354,4.473,12.133333
214672_0,FALSE,0.28637695,0.33251953,-0.22471714,0.09793186,0.2864,4.062,0.3325,4.48,11.833333
213630_3,TRUE,0.15246582,0.17858887,0.5758763,0.48803005,0.1525,4.094,0.1786,4.336,16.133333
204090_2,TRUE,0.28466797,0.33032227,0.49657667,0.6060757,0.2847,4.047,0.3303,4.504,12.166667
113124_0,FALSE,0.15454102,0.18261719,-0.23995064,0.012751472,0.1545,4.098,0.1826,4.36,11.2
114159_2,FALSE,0.28442383,0.32421875,0.08546123,0.13020411,0.2844,4.094,0.3242,4.44,10.733334
212920_0,FALSE,0.2854004,0.33007812,-0.082147956,0.17686583,0.2854,4.066,0.33,4.484,11.3
124424_0,FALSE,0.29052734,0.3383789,0.14725886,0.14591138,0.2905,4.062,0.3384,4.4,13.066667
123434_1,TRUE,0.15026855,0.17797852,2.0215476,1.787217,0.1503,4.098,0.178,4.348,11.7
104101_0,FALSE,0.22058105,0.2421875,0.017241826,0.008165784,0.2206,4.094,0.2422,4.32,12.2
115007_0,FALSE,0.2861328,0.33203125,0.19009662,0.21992947,0.2861,4.066,0.332,4.434,11.433333
209664_7,TRUE,0.24291992,0.2709961,0.4915098,0.46060798,0.2429,4.1,0.271,4.387,10.233334
213891_0,FALSE,0.28955078,0.33642578,0.07517985,0.09060425,0.2896,4.062,0.3364,4.438,12.366667
128088_4,FALSE,0.13928223,0.16784668,0.21597509,0.15967725,0.1393,4.09,0.1678,4.324,15.566667
115536_0,FALSE,0.15368652,0.18029785,0.06213175,0.0709005,0.1537,4.086,0.1803,4.31,10.1
204294_0,FALSE,0.15161133,0.17993164,0.14310083,0.12705876,0.1516,4.1,0.1799,4.406,14.2
105698_0,FALSE,0.29003906,0.33789062,0.12702045,0.14784925,0.29,4.07,0.338,4.402,11.9
128899_6,TRUE,0.2878418,0.33422852,0.62394667,0.97790974,0.2878,4.055,0.3342,4.496,17.5
108577_2,FALSE,0.17041016,0.19543457,0.33769253,0.061694857,0.1704,4.086,0.1954,4.312,11.933333
115134_0,TRUE,0.15332031,0.1817627,0.4905338,0.60038394,0.1533,4.098,0.1818,4.367,12.866667
118061_1,FALSE,0.20007324,0.22558594,0.023451695,0.12069407,0.2001,4.07,0.2256,4.285,14.066667
124424_1,FALSE,0.29003906,0.33813477,0.067877375,0.09519142,0.29,4.06,0.3381,4.43,13.066667
202873_1,FALSE,0.16223145,0.19042969,0.22132926,0.13068521,0.1622,4.1,0.1904,4.42,12.133333
103455_2,FALSE,0.13696289,0.16662598,-0.19044697,-0.08351098,0.137,4.09,0.1666,4.324,12.666667
100885_2,FALSE,0.15551758,0.18395996,0.07966744,0.17510521,0.1555,4.08,0.184,4.305,12.766666
109623_2,FALSE,0.28808594,0.33398438,0.16609512,0.1799025,0.288,4.07,0.334,4.445,17.133333
105340_0,FALSE,0.28686523,0.3334961,-0.04865048,0.02610791,0.2869,4.05,0.3335,4.496,12.3
206485_1,TRUE,0.28955078,0.33740234,0.4218589,0.59137726,0.2896,4.062,0.3374,4.48,14.7
128954_0,TRUE,0.28149414,0.32226562,0.6388703,0.6828692,0.2815,4.086,0.3223,4.426,14
206313_0,TRUE,0.29003906,0.33813477,0.41566932,0.5260345,0.29,4.05,0.3381,4.316,13.066667
209119_2,FALSE,0.29052734,0.34057617,0.17994083,0.12377184,0.2905,4.04,0.3406,4.33,10.633333
216429_1,FALSE,0.29174805,0.34057617,0.09054545,0.04876185,0.2917,4.004,0.3406,4.24,12.766666
115016_0,FALSE,0.27954102,0.31835938,0.1655144,0.16928712,0.2795,4.066,0.3184,4.51,13.033334
114824_1,TRUE,0.29077148,0.3388672,0.2938971,0.35840616,0.2908,4.066,0.3389,4.363,18.233334
207857_0,TRUE,0.14001465,0.16723633,1.3169826,1.3411528,0.14,4.035,0.1672,4.195,12.5
115398_0,FALSE,0.2890625,0.3383789,0.039832126,0.084869176,0.289,4.035,0.3384,4.35,14.5
124524_0,TRUE,0.2902832,0.3383789,0.5047,0.4980681,0.2903,4.08,0.3384,4.4,11
207251_1,TRUE,0.2849121,0.32983398,0.48696426,0.4301365,0.285,4.066,0.3298,4.48,11.2
118596_1,FALSE,0.28710938,0.3310547,0.1415974,0.15442261,0.287,4.066,0.331,4.484,11.4
118820_0,FALSE,0.29077148,0.33789062,-0.006936472,0.055246722,0.2908,3.984,0.338,4.145,10.7
100280_1,TRUE,0.26171875,0.28393555,2.1843212,2.4001408,0.2617,4.117,0.284,4.453,11.3
131316_5,TRUE,0.2902832,0.33691406,0.78411895,0.7110643,0.2903,4.082,0.337,4.45,12.533334
201158_0,TRUE,0.28930664,0.33618164,0.48678198,0.47047383,0.2893,4.066,0.3362,4.445,11.333333
113631_3,FALSE,0.29125977,0.34179688,-0.07892727,0.004862982,0.2913,3.615,0.3418,3.543,11.433333
134257_1,TRUE,0.29296875,0.34204102,0.415127,0.70990366,0.293,3.74,0.342,3.72,12.133333
204711_5,FALSE,0.26660156,0.29711914,0.1943814,0.13742673,0.2666,4.1,0.297,4.46,12.566667
206359_1,FALSE,0.28808594,0.33618164,0.2920841,0.17793542,0.288,4.06,0.3362,4.44,11.2
118918_1,TRUE,0.1459961,0.17382812,1.2306905,1.2798654,0.146,4.094,0.1738,4.344,11.633333
117382_0,FALSE,0.28979492,0.33642578,0.098440066,0.13255954,0.2898,4.062,0.3364,4.42,8.4
112757_0,TRUE,0.28930664,0.3347168,0.6323751,0.6709542,0.2893,4.074,0.3347,4.453,13.333333
116624_0,FALSE,0.28881836,0.3383789,0.02052158,0.20283051,0.2888,4.035,0.3384,4.316,12.133333
100153_0,FALSE,0.1472168,0.17358398,0.11701641,0.14485265,0.1472,3.992,0.1736,4.117,11.933333
109056_0,FALSE,0.29125977,0.33984375,0.123992376,0.03821434,0.2913,4.023,0.3398,4.25,13.966666
115020_0,TRUE,0.28149414,0.32128906,1.6675715,1.0324209,0.2815,4.03,0.3213,4.523,11.5
205628_1,FALSE,0.27001953,0.29858398,0.029934155,0.04780485,0.27,4.066,0.2986,4.508,13.433333
126787_6,FALSE,0.28857422,0.33862305,-0.04743974,0.09911289,0.2886,4.02,0.3386,4.254,12.666667
216730_0,TRUE,0.28710938,0.33251953,1.6365303,1.7156279,0.287,4.074,0.3325,4.47,12.666667
115831_0,FALSE,0.2841797,0.32885742,0.16025446,0.09110118,0.2842,4.047,0.3289,4.51,12.366667
122512_0,TRUE,0.2861328,0.32885742,0.6668299,0.5752631,0.2861,4.094,0.3289,4.434,13.3
122563_0,FALSE,0.28881836,0.33398438,0.10778299,0.093350865,0.2888,4.08,0.334,4.375,11.9
201671_3,FALSE,0.15625,0.1829834,-0.03352269,0.09329994,0.1562,4.074,0.183,4.29,10.066667
210581_0,TRUE,0.29125977,0.33764648,0.87109315,1.0038207,0.2913,4,0.3376,4.16,20.533333
100884_0,TRUE,0.28930664,0.3383789,0.7323304,0.6579087,0.2893,4.055,0.3384,4.414,11.733334
125516_0,FALSE,0.28955078,0.33789062,0.2976642,0.1729859,0.2896,4.08,0.338,4.434,12.866667
202823_0,FALSE,0.29077148,0.34179688,-0.05553554,0.036723796,0.2908,3.621,0.3418,3.576,10.2
216791_1,TRUE,0.2890625,0.33666992,1.2612213,1.3063724,0.289,3.975,0.3367,4.125,12.833333
133022_0,FALSE,0.25927734,0.28271484,0.09325748,0.08358786,0.2593,4.105,0.2827,4.484,12.633333
205470_0,FALSE,0.2890625,0.33740234,0.21046916,0.14045538,0.289,4.06,0.3374,4.453,13.266666
120954_0,TRUE,0.28735352,0.3330078,0.41136783,0.50101066,0.2874,4.062,0.333,4.426,15.5
209664_3,TRUE,0.2902832,0.34033203,0.19431083,0.27502456,0.2903,4.066,0.3403,4.41,10.233334
118476_0,FALSE,0.29296875,0.34375,0.11045054,0.050539263,0.293,3.605,0.3438,3.5,11.566667
204571_0,TRUE,0.28930664,0.33911133,0.5706072,0.58930576,0.2893,4.01,0.339,4.23,13.033334
116724_1,FALSE,0.29101562,0.33813477,-0.023821145,0.03155302,0.291,4.047,0.3381,4.312,12.2
212330_1,TRUE,0.2919922,0.33984375,0.43556693,0.47637606,0.292,3.389,0.3398,3.285,11.3
206060_1,TRUE,0.2915039,0.3408203,0.39024743,0.2619934,0.2915,3.924,0.3408,4.047,19.366667
115314_9,TRUE,0.2668457,0.30126953,0.5022893,0.5291078,0.2668,4.09,0.3013,4.49,13.033334
120762_2,FALSE,0.28881836,0.3371582,0.25472155,0.21616805,0.2888,4.08,0.3372,4.426,12.233334
134089_3,FALSE,0.29296875,0.34399414,0.13329212,0.20056699,0.293,3.738,0.344,3.709,13.133333
210727_0,FALSE,0.13500977,0.16369629,0.08607459,0.052894518,0.135,4.062,0.1637,4.26,12.133333
111781_0,TRUE,0.29101562,0.34228516,0.24601509,0.2141664,0.291,3.36,0.3423,3.277,12.6
118323_4,FALSE,0.2902832,0.33789062,-0.007137797,0.1950283,0.2903,4.08,0.338,4.418,11.9
133586_0,TRUE,0.29223633,0.34326172,0.20857413,0.26630986,0.2922,3.44,0.3433,3.314,10.966666
121999_0,TRUE,0.2849121,0.32958984,1.0502715,1.1208425,0.285,4.074,0.3296,4.316,11.166667
214911_1,FALSE,0.29296875,0.34228516,0.19312134,0.18227659,0.293,3.88,0.3423,3.96,7.3
126576_1,TRUE,0.2915039,0.34277344,0.2899591,0.4248602,0.2915,3.41,0.3428,3.312,12.833333
105974_1,TRUE,0.18127441,0.2064209,1.258461,1.36288,0.1813,4.1,0.2064,4.38,16.566668
101692_0,FALSE,0.2932129,0.34448242,-0.10082605,0.00214787,0.2932,3.334,0.3445,3.164,12.033334
122376_0,FALSE,0.29174805,0.34301758,-0.16146845,0.09585441,0.2917,4.027,0.343,4.543,11
128940_0,TRUE,0.28979492,0.3395996,0.3673495,0.6054243,0.2898,4.02,0.3396,4.29,10.033334
128236_0,TRUE,0.29101562,0.3400879,0.7892988,0.7235767,0.291,3.395,0.34,3.316,11.633333
120502_0,FALSE,0.2932129,0.3425293,0.008430015,0.043750327,0.2932,3.426,0.3425,3.271,10.966666
103507_1,TRUE,0.25512695,0.2770996,3.2114196,3.6564307,0.2551,4.11,0.277,4.383,13.066667
114159_4,TRUE,0.2927246,0.34228516,0.44471383,0.4434385,0.2927,3.363,0.3423,3.256,10.733334
112258_0,TRUE,0.28930664,0.33813477,0.4555371,0.46264985,0.2893,3.984,0.3381,4.168,13.066667
109198_8,TRUE,0.27783203,0.3173828,0.6083328,0.7223323,0.2778,4.074,0.3174,4.367,9.366667
217245_0,TRUE,0.28857422,0.33520508,0.6779262,0.78519785,0.2886,4.05,0.3352,4.48,13.1
109573_0,TRUE,0.29174805,0.34326172,0.22471711,0.48934287,0.2917,3.37,0.3433,3.264,18.133333
117035_0,TRUE,0.28710938,0.33251953,0.80808836,0.60830605,0.287,4.055,0.3325,4.5,12.333333
127311_0,FALSE,0.29248047,0.34448242,0.045176096,0.17028008,0.2925,3.754,0.3445,3.732,12.566667
104839_8,TRUE,0.27856445,0.31835938,1.5857043,1.6615644,0.2786,4.082,0.3184,4.418,9.1
106000_0,TRUE,0.29370117,0.34545898,0.4348349,0.27552688,0.2937,3.406,0.3455,3.242,14.366667
200056_0,FALSE,0.2919922,0.34204102,0.15654205,0.18027994,0.292,4.062,0.342,4.387,13
105742_1,TRUE,0.28979492,0.33740234,0.95396924,1.1276339,0.2898,4.06,0.3374,4.34,12.7
114899_4,TRUE,0.26538086,0.29956055,1.2023842,1.2884997,0.2654,4.086,0.2996,4.504,12.466666
112652_1,FALSE,0.2939453,0.34472656,0.13530539,0.18005703,0.294,3.424,0.3447,3.246,10.133333
212151_0,TRUE,0.29223633,0.3461914,0.18499179,0.25591776,0.2922,3.336,0.3462,3.133,10.9
200512_3,FALSE,0.29296875,0.34277344,-0.035333302,0.012468719,0.293,3.299,0.3428,3.168,11.466666
